Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 67
Heavily indebted poor countries (HIPC),HPC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,187100.0,186500.0,178200.0,180600.0,174400.0,200500.0,210200.0,188500.0,198400.0,206900.0,209300.0,207700.0,200600.0,198200.0,198600.0,192800.0,176500.0,178500.0,183300.0,180200.0,178500.0,174100.0,163700.0,149400.0,143800.0,137800.0,154100.0,159000.0,152500.0,145800.0,143612.0,137114.0,,,,,,,,,266822.28924497,307977.717076074,311610.290559514,329263.772,346254.152913158,345543.0,341547.0,383488.0,410069.0,417461.09,215962.9134,325159.145,,
Croatia,HRV,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900.0,4100.0,9200.0,12000.0,13300.0,15000.0,16700.0,16800.0,15900.0,16955.0,18258.0,19340.0,19751.0,20482.0,22031.0,21641.0,22391.0,24728.0,24613.0,24766.0,26743.0,26456.0,24305.0,25161.0,25183.0,26171.0,26809.0,27189.0,27711.0,12838.0,15982.0,,
Haiti,HTI,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,3200.0,3200.0,3200.0,3400.0,700.0,700.0,700.0,700.0,700.0,700.0,700.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1563.0,1563.0,,
Hungary,HUN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,6200.0,3200.0,3000.0,3800.0,4500.0,4000.0,4300.0,11800.0,13700.0,15500.0,15600.0,16100.0,16600.0,15700.0,17000.0,17200.0,17100.0,17300.0,16200.0,17500.0,18900.0,16600.0,19800.0,23100.0,20900.0,21600.0,24900.0,25700.0,27500.0,30200.0,32297.0,31654.0,33290.0,40233.0,46837.0,47362.0,45781.0,51003.0,49795.0,45861.0,111307.0,120826.212389811,88801.8316511268,103080.0,123708.0,145492.0,137605.0,158454.0,183541.0,213664.0,106938.0,130120.0,,
IBRD only,IBD,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,1335600.0,1408500.0,1490100.0,1506400.0,1530500.0,1668300.0,1722600.0,1750100.0,1883400.0,2036700.0,2154600.0,2159900.0,2222000.0,2304800.0,2351400.0,2371000.0,2425700.0,2430100.0,2610800.0,3656700.0,3730300.0,3833800.0,3949100.0,4027400.0,4004600.0,4162400.0,4148562.0,4645137.0,4556340.0,4486328.0,5073328.0,5390223.0,5877784.0,6474185.0,6627091.0,7007442.0,8606063.38679317,9265694.66555084,9794674.56235739,10496591.6930701,11317875.6525883,11937275.0,12649088.0,13378206.138,14197179.0771387,14540298.9151284,8219693.701,9295962.176,,
IDA & IBRD total,IBT,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,1633000.0,1758800.0,1870400.0,1860200.0,1901500.0,2057600.0,2146700.0,2175500.0,2292700.0,2453300.0,2613400.0,2625500.0,2679900.0,2770000.0,2838600.0,2855700.0,2909000.0,2899700.0,3071500.0,4074900.0,4200900.0,4267900.0,4394400.0,4539500.0,4528100.0,4649100.0,4634347.0,5121901.0,4965837.0,4891195.0,5519366.0,5846449.0,6352567.0,6990994.0,7102413.0,7497275.0,9337292.29327893,10080702.7251443,10601539.9596992,11372493.9083087,12224523.2565784,12861795.0,13594565.0,14403021.138,15276297.0063046,15584884.0051284,8751517.8654,9946993.382,,
IDA total,IDA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,298600.0,294600.0,277400.0,313100.0,297400.0,350300.0,380300.0,353800.0,371000.0,389300.0,424100.0,425400.0,409300.0,416600.0,458800.0,465600.0,457900.0,465200.0,487200.0,484700.0,483300.0,469600.0,460700.0,418200.0,470600.0,434100.0,445300.0,512100.0,523500.0,486700.0,485785.0,476764.0,409497.0,404867.0,446038.0,456226.0,474783.0,516809.0,475322.0,489833.0,731228.906485754,815008.059593468,806865.397341771,875902.215238617,906647.603990131,924520.0,945477.0,1024815.0,1079117.92916587,1044585.09,531824.1644,651031.206,,
IDA blend,IDB,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,82100.0,73100.0,63500.0,85600.0,73100.0,107500.0,118700.0,120700.0,131100.0,140300.0,159200.0,153000.0,140200.0,147500.0,186300.0,198600.0,195700.0,199800.0,212400.0,216600.0,210600.0,203900.0,204900.0,174600.0,223700.0,192200.0,188500.0,276000.0,274600.0,261900.0,259610.0,253222.0,195329.0,187227.0,194329.0,206217.0,224301.0,230626.0,220463.0,218602.0,307973.333632891,332475.373030012,332153.24708561,338572.0,313928.452949339,346813.0,346480.0,341414.0,368667.211146022,379693.79,177096.229,225937.142,,
Indonesia,IDN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,23500.0,24000.0,34200.0,42500.0,64800.0,74100.0,91600.0,105500.0,115300.0,120400.0,124800.0,142600.0,145300.0,143400.0,183000.0,185800.0,181500.0,190600.0,206100.0,193200.0,205400.0,215700.0,236900.0,227200.0,230500.0,262200.0,311200.0,194700.0,196700.0,135000.0,159027.0,164651.0,152278.0,155609.0,318488.0,320724.0,357414.0,357789.0,345240.0,330112.0,520932.081983182,599692.276092406,641182.300723356,576000.0,675005.895378656,682389.0,823735.0,892801.0,959307.381,808265.0,425057.604,348232.0,,
IDA only,IDX,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,216500.0,221500.0,213900.0,227500.0,224300.0,242800.0,261600.0,233100.0,239900.0,249000.0,264900.0,272400.0,269100.0,269100.0,272500.0,267000.0,262200.0,265400.0,274800.0,268100.0,272700.0,265700.0,255800.0,243600.0,246900.0,241900.0,256800.0,236100.0,248900.0,224800.0,226175.0,223542.0,214168.0,217640.0,251709.0,250009.0,250482.0,286183.0,254859.0,271231.0,423255.572852863,482532.686563456,474712.150256162,537330.215238617,592719.151040793,577707.0,598997.0,683401.0,710450.718019853,664891.3,354727.9354,425094.064,,
Isle of Man,IMN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,97500.0,64700.0,96600.0,94300.0,69000.0,90600.0,94700.0,99000.0,105300.0,100100.0,100000.0,104600.0,106500.0,113500.0,120400.0,139900.0,151000.0,159500.0,157600.0,156300.0,125800.0,117500.0,120300.0,105300.0,130100.0,168400.0,151300.0,182500.0,196100.0,180500.0,198426.0,206690.0,231413.0,263870.0,302790.0,330484.0,453921.0,569033.0,592292.0,601977.0,623196.778558652,695626.0,678125.937793064,689094.0,724541.12,787998.0,917625.0,1029426.0,1200111.363,1209803.0,583142.0,739481.0,,
Not classified,INX,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,29000.0,27500.0,25200.0,25700.0,27500.0,25800.0,27100.0,27400.0,27700.0,31100.0,28400.0,27700.0,26600.0,26300.0,30800.0,32500.0,33500.0,36600.0,61400.0,73000.0,79500.0,82400.0,76700.0,69000.0,70300.0,84000.0,95000.0,107200.0,122700.0,132700.0,145457.0,156277.0,177032.0,231296.0,261345.0,303697.0,350204.0,416205.0,483741.0,528098.0,601262.0,635065.0,648817.651510641,641412.0,658512.0,718059.0,836293.0,883323.0,935913.0,967456.0,369019.0,493773.0,,
"Iran, Islamic Rep.",IRN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,17100.0,18800.0,19300.0,22200.0,25100.0,32000.0,38300.0,41900.0,41100.0,23000.0,18600.0,11600.0,24900.0,30900.0,36900.0,27200.0,35200.0,34500.0,31000.0,36500.0,39900.0,41500.0,37700.0,41600.0,46500.0,48600.0,63300.0,83400.0,79600.0,75900.0,82610.0,141396.0,92621.0,138537.0,109706.0,121235.0,136075.0,137645.0,122226.0,133932.0,158014.183450955,161191.677604321,153142.822223706,161029.0,162563.374175832,133663.0,159754.0,225399.088,207096.0,186006.0,132936.795,157785.876,,
Iraq,IRQ,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,5300.0,5800.0,6500.0,7300.0,7700.0,7300.0,8600.0,10100.0,10400.0,10400.0,8800.0,5500.0,6500.0,7400.0,6700.0,7900.0,8400.0,8400.0,12400.0,12600.0,7800.0,200.0,500.0,,300.0,,,,,,,,,,,,,,,,7692.0,9697.0,8993.0,4332.0,4332.0,12805.0,10579.0,18509.38,48355.0,60540.0,9809.0,20505.0,,
Iceland,ISL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,10700.0,11300.0,12500.0,13800.0,13800.0,14600.0,13200.0,14200.0,14500.0,14800.0,15000.0,15000.0,16400.0,15800.0,16200.0,18000.0,16700.0,18600.0,18400.0,17600.0,18300.0,17700.0,16900.0,17300.0,18700.0,19200.0,21600.0,21100.0,21700.0,14700.0,12589.0,11728.0,9989.0,9750.0,10832.0,11803.0,12785.0,14064.0,12431.0,12924.0,21668.3164735801,24488.0,26469.0,26643.0,28979.0,35558.0,41022.0,50389.0,54653.3025910987,35823.0,13594.0,24518.0,,
Israel,ISR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,9700.0,19800.0,20600.0,20000.0,19700.0,8400.0,9200.0,10100.0,19100.0,18900.0,18500.0,19200.0,18500.0,18500.0,21100.0,22500.0,22700.0,21800.0,27800.0,29600.0,29500.0,29900.0,39100.0,41900.0,44200.0,48000.0,50000.0,51400.0,50100.0,51600.0,56427.0,47648.0,49404.0,46334.0,34152.0,34104.0,36257.0,47038.0,45309.0,47856.0,47829.0,47195.0,47073.827458256,46644.0,49177.0,49020.0,50548.0,50330.0,53901.0,49276.0,12221.0,23090.0,,
Italy,ITA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,183500.0,196300.0,204800.0,184900.0,185100.0,171700.0,171100.0,166900.0,159700.0,160700.0,162500.0,152800.0,158900.0,160700.0,161100.0,174700.0,172400.0,180100.0,189700.0,214200.0,229400.0,231500.0,261400.0,265300.0,268900.0,280000.0,306800.0,321400.0,338200.0,358900.0,367584.0,393484.0,350552.0,385911.0,382317.0,445968.0,447749.0,431647.0,382590.0,382897.0,335280.0,328771.58001328,306320.503320053,258027.0,264899.0,273462.0,277671.0,243811.0,251621.0,260599.0,99250.0,37123.0,,
Jamaica,JAM,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,18600.0,19500.0,21500.0,13700.0,16100.0,12600.0,23800.0,19800.0,20100.0,21100.0,20700.0,19500.0,20000.0,29200.0,26500.0,27700.0,21600.0,24000.0,23300.0,25200.0,21300.0,20900.0,20000.0,20000.0,18700.0,17000.0,18300.0,12300.0,12500.0,20600.0,16577.0,24440.0,23343.0,23976.0,23338.0,21787.0,21133.0,22401.0,22894.0,16840.0,0.0,0.0,0.0,492.0,953.0,997.0,1128.0,1181.0,1215.272,,,,,
Jordan,JOR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,4200.0,4400.0,4100.0,4500.0,5600.0,7000.0,8700.0,9300.0,10400.0,11900.0,14000.0,16500.0,17100.0,16200.0,15500.0,15200.0,14800.0,15000.0,15500.0,17400.0,14100.0,11000.0,14300.0,15500.0,16000.0,16800.0,17100.0,16700.0,15400.0,15900.0,16447.0,15893.0,16369.0,15354.0,17958.0,19689.0,26546.0,29415.0,30804.0,32490.0,39318.7915976253,40329.1978021978,39468.0,38998.0,38386.0,36622.0,38161.0,36946.0,36127.0,36550.0,10108.0,19200.0,,
Japan,JPN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,277300.0,395100.0,298700.0,311800.0,320700.0,312700.0,321200.0,345900.0,369600.0,388500.0,396500.0,416600.0,417500.0,414300.0,416100.0,417800.0,433300.0,441500.0,465400.0,468300.0,476000.0,495800.0,473000.0,474400.0,489300.0,535900.0,564000.0,573300.0,636500.0,661800.0,645087.0,640328.0,647953.0,639866.0,638430.0,651858.0,670252.0,656917.0,655495.0,641913.0,934487.439462563,812928.0,874677.0,915542.658,927666.0,956015.0,984320.0,1035522.0,999594.0,1018436.0,659764.0,657016.0,,
Kazakhstan,KAZ,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900.0,5900.0,20900.0,10300.0,10300.0,10400.0,9100.0,8041.0,8398.0,15426.0,19560.0,11754.0,17302.0,19160.0,19138.0,19229.0,18832.0,33483.0,40916.0,44580.0,66108.0,71220.0,72486.0,73188.0,83048.0,66693.0,89436.0,55358.0,72454.0,,
Kenya,KEN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,10500.0,10100.0,8900.0,9900.0,8000.0,12200.0,14500.0,6400.0,8600.0,8500.0,9300.0,9100.0,7400.0,8900.0,10100.0,11100.0,11800.0,12000.0,11700.0,12100.0,13000.0,11700.0,13200.0,13900.0,13200.0,13500.0,14400.0,19600.0,19800.0,25100.0,29080.0,24741.0,25873.0,27057.0,26218.0,28399.0,29039.0,32329.0,32045.0,33593.0,78265.0,84955.0,82576.0,98244.0,90625.0,96749.0,99428.0,117027.0,134354.484622134,138192.0,33178.0,50778.0,,
Kyrgyz Republic,KGZ,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400.0,10400.0,11600.0,13300.0,10400.0,15300.0,8300.0,6051.0,4942.0,3951.0,4810.0,5550.0,5228.0,4730.0,4916.0,3567.0,5459.0,7371.0,9274.0,7719.0,12189.0,17388.0,20962.0,23120.0,27055.0,8751.0,6466.0,1578.0,1497.601,,
Cambodia,KHM,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,1300.0,4400.0,3900.0,4100.0,3800.0,3400.0,3400.0,3400.0,,,,,,,,,,,,,,,,,,,,,,,,,4648.0,4512.0,3893.0,3207.0,3998.0,4324.0,3667.0,3304.0,5104.72222222222,7191.0,7432.0,11897.0432386171,14732.0,12983.0,11933.0,14372.0,14387.0,14850.0,5639.574,390.662,,
Kiribati,KIR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,6600.0,6600.0,6700.0,7100.0,4200.0,3400.0,3000.0,3000.0,3000.0,2900.0,2900.0,2900.0,2900.0,2900.0,3000.0,3100.0,3100.0,3200.0,,,,,,,,,,,,,,,,,,,5005.0,5005.0,4388.0,3751.74,3312.786,,
St. Kitts and Nevis,KNA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,16000.0,38100.0,39100.0,39700.0,33100.0,29400.0,27500.0,30300.0,34000.0,39800.0,37100.0,34900.0,38900.0,41700.0,47900.0,49100.0,53100.0,59100.0,69200.0,143600.0,120100.0,120100.0,141000.0,163500.0,170300.0,188900.0,207300.0,229300.0,207900.0,204000.0,226910.0,228442.0,238649.0,240942.0,232077.0,221424.0,223735.0,243113.0,250260.0,256160.0,280427.0,282239.0,285000.0,360356.0,368132.0,448037.0,473606.0,499093.92,527807.0,549454.0,254341.0,287163.0,,
Kuwait,KWT,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,6700.0,6800.0,6800.0,7000.0,7600.0,8400.0,9700.0,11600.0,12500.0,12500.0,12900.0,13400.0,13300.0,14600.0,14700.0,14200.0,14300.0,14300.0,15000.0,15600.0,10000.0,7200.0,14300.0,16200.0,17200.0,17900.0,19400.0,17200.0,18700.0,17300.0,17486.0,16682.0,18929.0,17833.0,19512.0,19142.0,20673.0,17685.0,17999.0,18191.0,41848.0,31753.0,28814.0,27305.0,26610.0,30073.0,33387.0,42782.0,46450.0,50959.0,17004.0,20436.0,,
Latin America & Caribbean (excluding high income),LAC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,582000.0,554600.0,570700.0,584200.0,618100.0,638500.0,659400.0,637200.0,654800.0,692400.0,775000.0,744300.0,821400.0,912500.0,948100.0,936400.0,947600.0,980300.0,944600.0,954400.0,1000300.0,1011500.0,1020900.0,1084100.0,1140500.0,1152800.0,1221500.0,1428300.0,1496500.0,1611100.0,1456881.0,1447155.0,1368294.0,1227248.0,1266467.0,1313815.0,1345358.0,1464994.0,1421962.0,1471241.0,1942180.93722999,2043337.14627181,2162465.90822526,2253790.41507694,2357197.27187237,2447053.0,2383083.0,2361676.0,2424172.32586535,2451666.0,1132466.27,1586620.853,,
Lao PDR,LAO,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,3100.0,2300.0,2400.0,2500.0,2400.0,2400.0,2400.0,1800.0,400.0,400.0,400.0,400.0,400.0,400.0,500.0,500.0,1500.0,2000.0,2000.0,2100.0,3400.0,3400.0,3700.0,3700.0,3700.0,3900.0,3900.0,3900.0,3900.0,6300.0,6411.0,6652.0,6971.0,7068.0,8413.0,9002.0,9959.0,9957.0,10007.0,9793.0,11374.0,12262.0,15836.1286311187,16944.0,12732.0,9772.0,9986.0,9731.0,16299.0,16359.0,6537.0,2758.0,,
Lebanon,LBN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,20200.0,20800.0,21400.0,22700.0,23800.0,22400.0,23500.0,21400.0,22800.0,23000.0,22500.0,19400.0,15200.0,19000.0,13000.0,11100.0,8200.0,8500.0,11300.0,6800.0,10300.0,9300.0,10000.0,9400.0,9900.0,10900.0,9700.0,10300.0,10100.0,10100.0,10435.0,10317.0,10808.0,10819.0,11807.0,12013.0,11274.0,12172.0,12306.0,13532.0,19882.0,21306.0,21880.0,23568.0,23580.0,24066.0,24549.0,25550.0,25740.0,26942.0,9812.0,13934.0,,
Liberia,LBR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,1400.0,1400.0,1400.0,1500.0,1500.0,1700.0,1800.0,7100.0,7600.0,8000.0,6000.0,2800.0,2800.0,2800.0,2900.0,2900.0,2300.0,2200.0,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,6200.0,6600.0,7400.0,8400.0,8800.0,9500.0,9800.0,11100.0,11100.0,11600.0,12200.0,13400.0,14900.0,16500.0,16700.0,16600.0,15400.0,14400.0,16400.0,17000.0,18200.0,19000.0,14400.0,9100.0,7100.0,5800.0,6100.0,6000.0,6000.0,6100.0,6194.0,5884.0,5884.0,6414.0,8042.0,13335.0,12657.0,13477.0,9930.0,9812.0,34878.0771737788,27770.5020633663,16514.4315772057,32064.0,26414.0,13298.0,10764.0,9686.0,12340.0,11339.0,6032.238,9046.238,,
St. Lucia,LCA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,712300.0,681000.0,695500.0,706800.0,743800.0,781500.0,804400.0,786700.0,801600.0,907000.0,983000.0,943200.0,1056500.0,1149700.0,1188600.0,1171500.0,1192600.0,1214500.0,1198200.0,1220900.0,1231900.0,1250000.0,1287400.0,1380200.0,1442900.0,1462700.0,1532800.0,1727100.0,1806500.0,1985500.0,1838871.0,1916893.0,1756505.0,1562182.0,1584616.0,1656212.0,1695244.0,1833458.0,1800913.0,1838212.0,2303571.68762511,2431147.82405656,2549816.18361562,2732986.41507694,2840587.99664724,2898758.0,2826420.0,2748629.0,2805821.29213874,2826537.58312836,1285637.062,1797138.537,,
Least developed countries: UN classification,LDC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,168900.0,173200.0,167600.0,178100.0,170500.0,189900.0,211000.0,187300.0,193800.0,210100.0,225400.0,235300.0,232000.0,241100.0,233200.0,233000.0,228600.0,222000.0,224400.0,209900.0,209000.0,199000.0,193200.0,184400.0,194000.0,185900.0,196500.0,185700.0,183300.0,160300.0,168933.0,163158.0,155307.0,158259.0,178827.0,185593.0,186604.0,215810.0,184000.0,200779.0,334228.234369991,383386.981266779,379884.929869241,435901.815238617,446268.151040793,417135.0,432752.0,524431.0,586506.964489686,538357.3,301278.9354,349696.37,,
Low income,LIC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,129300.0,133500.0,119700.0,114300.0,103500.0,118000.0,131500.0,121600.0,122700.0,120700.0,131200.0,130300.0,129700.0,130000.0,133900.0,124700.0,115800.0,115200.0,112200.0,111600.0,112700.0,107100.0,107600.0,107400.0,111800.0,103500.0,104200.0,107600.0,97700.0,103500.0,104672.0,96597.0,,,,,,,,,162221.831499491,196069.671379603,196846.507136222,228679.0,202635.310289755,195248.0,194617.0,220549.0,208410.0,215874.3,122106.9134,174772.065,,
Liechtenstein,LIE,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,4400.0,5200.0,4400.0,2900.0,4200.0,4400.0,4000.0,5300.0,3100.0,1700.0,3800.0,4100.0,3500.0,5400.0,5900.0,6700.0,5800.0,5800.0,6100.0,6900.0,7900.0,8200.0,9100.0,8900.0,8900.0,8900.0,8800.0,8800.0,9300.0,10100.0,5206.0,11386.0,10480.0,12603.0,18699.0,19712.0,20979.0,21020.0,20512.0,16632.0,20921.0,26052.0,31373.0,32636.4,37517.0,37598.0,40711.0,41012.0,34425.0,33050.0,10045.0,11210.0,,
Lower middle income,LMC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,543800.0,468200.0,495600.0,544500.0,521400.0,598200.0,647500.0,658800.0,690100.0,703300.0,716300.0,738600.0,735300.0,783100.0,857100.0,890200.0,900000.0,927000.0,964900.0,946100.0,922800.0,927400.0,1005800.0,931000.0,1005400.0,1080000.0,1152800.0,1126800.0,1140000.0,1024300.0,1075529.0,1153890.0,1075662.0,1164776.0,1391757.0,1451873.0,1649651.0,1795387.0,1803331.0,1874227.0,2555685.52106651,2804160.16558287,2860063.22608377,2863456.62223862,3129936.11728649,3260601.0,3676481.0,3931281.088,4270479.91963571,4144717.122,2023087.622,2164578.581,,
Low & middle income,LMY,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,1478400.0,1597800.0,1702900.0,1681000.0,1733100.0,1833700.0,1931000.0,1958100.0,2051000.0,2200500.0,2343400.0,2366600.0,2406900.0,2511400.0,2562000.0,2564300.0,2655800.0,2640600.0,2789100.0,3742700.0,3857600.0,3914900.0,4038800.0,4175000.0,4158600.0,4226700.0,4185779.0,4563504.0,4485909.0,4452689.0,5095646.0,5390916.0,5882404.0,6487126.0,6588526.0,6994294.0,8845435.56391928,9562678.51959184,10094839.4601613,10796648.9083087,11659936.0720525,12319764.0,13043884.0,13873144.138,14733803.0400312,15027723.422,8539642.8654,9647724.71,,
Lesotho,LSO,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,900.0,900.0,1000.0,1000.0,3300.0,4900.0,3100.0,3100.0,4600.0,3000.0,3100.0,4700.0,4800.0,3900.0,2200.0,4600.0,4600.0,4600.0,1900.0,1100.0,2400.0,1800.0,1400.0,700.0,2100.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,672000.0,691200.0,713800.0,700700.0,706900.0,790300.0,823400.0,810300.0,900600.0,961300.0,1045600.0,1063300.0,1115500.0,1170500.0,1268600.0,1287600.0,1377800.0,1424700.0,1469600.0,2465000.0,2479800.0,2582100.0,2622800.0,2735700.0,2732000.0,2853000.00097656,2828120.0,3197261.0,3283798.0,3218826.0,3665061.0,3816401.0,4169909.0,4686224.0,4927058.0,5504592.0,6378364.18016845,6944807.87452964,7381815.76070265,7908184.58275688,8471671.02738129,9025937.0,9501394.0,10149322.67,10693202.0705911,11156939.272,6567899.014,7303348.38,,
Lithuania,LTU,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700.0,4800.0,6500.0,6600.0,6600.0,8100.0,9700.0,11100.0,10197.0,10418.0,9613.0,9839.0,11224.0,11930.0,11059.0,10823.0,12238.0,11633.0,4972.63491038269,7122.0,11874.0,9900.0,12622.0,12199.0,9719.0,12151.0,2375.0,2506.0,2619.0,1469.0,,
Luxembourg,LUX,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,7100.0,9100.0,8200.0,7500.0,7900.0,8000.0,8200.0,8300.0,8600.0,8600.0,6000.0,6200.0,7300.0,6900.0,7500.0,7900.0,9200.0,10300.0,10400.0,10600.0,12300.0,13200.0,15200.0,15300.0,18900.0,7300.0,8200.0,23200.0,24600.0,29900.0,34007.0,38239.0,25102.0,40831.0,42447.0,42304.0,43777.0,47209.0,47639.0,51932.0,38716.0,38937.0,43021.0,44059.0,47215.0,48569.0,48255.0,48289.0,51824.0,51938.0,32964.6,36357.0,,
Latvia,LVA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,4700.0,5400.0,5200.0,10900.0,8200.0,9900.0,9100.0,9816.0,9508.0,9364.0,10360.0,16159.0,23112.0,29067.0,28182.0,28915.0,27123.0,54589.0,54241.0,46732.0,43836.0,42107.0,41376.0,42392.0,47885.0,54356.0,61692.0,23100.0,23795.0,,
"Macao SAR, China",MAC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11673.0,14161.0,15378.0,14355.0,21126.0,23572.0,25154.0,25016.0,19009.0,14258.0,13411.0,14368.0,15890.0,17859.0,20158.0,21472.0,23574.0,22924.0,24411.0,28685.0,6470.0,6773.0,,
St. Martin (French part),MAF,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
