Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 67
"Congo, Rep.",COG,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,3700.0,3700.0,3400.0,3600.0,3600.0,3800.0,4000.0,4000.0,4300.0,4400.0,4300.0,5300.0,5600.0,6100.0,6000.0,6400.0,6700.0,4400.0,4500.0,4700.0,4100.0,4800.0,4700.0,4900.0,4900.0,6300.0,5400.0,10200.0,10300.0,6000.0,6257.0,5235.0,4505.0,4783.0,,,,,,,3755.33363289149,4817.0,7011.0,12132.0,10380.0,11462.0,10604.0,8439.0,4976.0,4990.79,1090.0,1929.0,,
Colombia,COL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,145800.0,125200.0,115400.0,103300.0,75700.0,70300.0,69200.0,63500.0,69300.0,70100.0,65500.0,69400.0,157900.0,158800.0,133300.0,124100.0,123900.0,118200.0,118600.0,127000.0,116900.0,124500.0,147100.0,167200.0,181500.0,193700.0,195200.0,224800.0,234700.0,208600.0,199370.0,190465.0,179994.0,171933.0,153204.0,162095.0,175006.0,185872.0,187382.0,196298.0,226094.0,237570.829047845,254059.928996848,304365.908,349864.363,368947.0,366188.0,355039.0,358874.0,371985.0,139029.18,273874.0,,
Comoros,COM,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,1100.0,1200.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1100.0,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,1500.0,1500.0,1500.0,1500.0,1600.0,2400.0,4800.0,7300.0,7600.0,8100.0,6100.0,6700.0,6700.0,6700.0,6700.0,6600.0,6800.0,6800.0,6800.0,7100.0,7400.0,14600.0,14800.0,12100.0,13010.0,8745.0,8735.0,9434.0,16612.0,19905.0,19862.0,21086.0,12236.0,11560.0,10363.0,10658.0712931195,10555.2286515647,8148.0,7728.0,7989.0,8745.0,4868.0,9385.0,10205.0,4248.0,1625.248,,
Costa Rica,CRI,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,14400.0,14400.0,11600.0,12100.0,12300.0,11800.0,12000.0,10100.0,9300.0,9400.0,13800.0,12700.0,12600.0,11700.0,12400.0,8500.0,8400.0,9200.0,10800.0,11400.0,12500.0,13300.0,15100.0,16900.0,18300.0,26900.0,20800.0,24300.0,36900.0,32000.0,24297.0,32270.0,32605.0,31219.0,33517.0,36045.0,36170.0,37284.0,36786.0,33285.0,41600.5549745151,43354.0,40081.0,42831.0,50239.0,41544.0,46405.0,48971.0,40014.0,44878.0,11696.8,19350.0,,
Caribbean small states,CSS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,35100.0,34100.0,35300.0,27400.0,28800.0,45500.0,60300.0,55300.0,54200.0,72100.0,76400.0,72600.0,99200.0,111600.0,113900.0,134100.0,136300.0,133600.0,133000.0,131800.0,126300.0,137200.0,134300.0,139300.0,144800.0,149500.0,137200.0,112900.0,114300.0,148100.0,138632.0,155940.0,137987.0,137727.0,100958.0,101132.0,99817.0,104274.0,104600.0,92285.0,126300.0,147475.438423049,171025.626310282,198637.0,252495.0,247773.0,245933.0,250510.0,242734.92913874,,,,,
Cuba,CUB,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,15600.0,17900.0,19400.0,17400.0,15200.0,15800.0,17100.0,13300.0,17100.0,17500.0,17200.0,15900.0,18000.0,20300.0,17100.0,16000.0,18700.0,19400.0,17600.0,18900.0,19400.0,12000.0,9900.0,8600.0,12500.0,12800.0,14400.0,16800.0,19700.0,15700.0,12264.0,11728.0,9773.0,8998.0,10937.0,11484.0,11533.0,11874.0,11686.0,10653.0,21235.4502809087,18302.8583708965,15869.7722047845,23292.0,15468.0,17592.0,20058.0,13144.0,8830.0,7146.0,2123.0,756.0,,
Curacao,CUW,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,2600.0,3100.0,4000.0,4300.0,2000.0,3500.0,4700.0,5200.0,5200.0,5400.0,6200.0,5700.0,5700.0,5900.0,6200.0,6100.0,6400.0,6400.0,6600.0,6700.0,7600.0,8000.0,10300.0,10800.0,11500.0,10900.0,10600.0,11500.0,12000.0,12100.0,12551.0,13321.0,15081.0,16908.0,19073.0,17392.0,17530.0,19131.0,19399.0,18556.0,15318.0,12430.0,13296.0,11724.0,9000.0,306.0,2994.0,8698.0,5456.0,3326.0,1118.0,1423.0,,
Czechia,CZE,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,12500.0,31900.0,39900.0,38900.0,42200.0,46000.0,60300.0,46100.0,47000.0,48000.0,39100.0,29300.0,18700.0,20000.0,20900.0,21700.0,22200.0,21800.0,22100.0,24200.0,22300.0,20200.0,23100.0,24800.0,23500.0,26100.0,26900.0,28300.0,29500.0,34800.0,40027.0,44164.0,46574.0,52127.0,66134.0,75295.0,75439.0,75830.0,78377.0,78153.0,72137.0,61476.0,44189.0,54948.0,48975.0,38304.0,43878.0,50387.0,70828.0,44051.0,9831.363,11231.0,,
Germany,DEU,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,143100.0,153800.0,166100.0,151900.0,180300.0,176800.0,179300.0,181200.0,183500.0,183200.0,187300.0,186600.0,188500.0,195400.0,201900.0,214700.0,234100.0,269100.0,294300.0,310800.0,344200.0,406600.0,458000.0,459200.0,521000.0,526600.0,566600.0,645900.0,673300.0,709800.0,738297.0,762178.0,796129.0,844881.0,937143.0,1023858.0,1084821.0,1126699.0,1154472.0,1080553.0,971803.431596833,1021899.93850367,985668.769188173,954874.0,946082.0,967453.0,962803.0,955827.0,922648.643490196,896647.181,312142.0,368400.0,,
Djibouti,DJI,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,1500.0,1500.0,2800.0,3100.0,3200.0,3800.0,3900.0,3200.0,3900.0,2100.0,3900.0,3900.0,3900.0,3900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,50600.0,64700.0,69800.0,70700.0,67200.0,66100.0,67700.0,67600.0,70000.0,74300.0,69700.0,64000.0,69200.0,77700.0,62000.0,75400.0,82800.0,85000.0,84600.0,87500.0,90600.0,87400.0,91100.0,101900.0,97200.0,101600.0,107800.0,118600.0,114600.0,106300.0,109369.0,110492.0,97713.0,90641.0,99598.0,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,8600.0,3900.0,3900.0,4200.0,4200.0,3700.0,10000.0,11300.0,10700.0,5900.0,5000.0,4300.0,5600.0,6100.0,6800.0,6800.0,6200.0,5300.0,6100.0,6000.0,9500.0,4500.0,4300.0,3900.0,3000.0,2800.0,1300.0,1400.0,1400.0,400.0,,,,,,,,,,,1552.0,2286.0,2303.0,1908.0,1584.0,1421.0,1170.0,,,7062.0,2497.4,3106.0,,
Algeria,DZA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,14800.0,17400.0,19300.0,26200.0,29300.0,31900.0,34400.0,32900.0,35000.0,34800.0,36500.0,38200.0,38700.0,40300.0,43400.0,46200.0,50500.0,48400.0,49400.0,45700.0,44100.0,45600.0,45900.0,45400.0,45500.0,47000.0,45100.0,49600.0,44200.0,36400.0,40202.0,49274.0,46015.0,44315.0,48531.0,45692.0,44822.0,44136.0,31026.0,52731.0,53088.0,53286.0,54292.0,55516.0,60066.0,65940.0,73465.0,74714.0,77463.0,76049.0,18719.0,27650.0,,
East Asia & Pacific (excluding high income),EAP,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,305900.0,335000.0,352000.0,355500.0,364500.0,410900.0,420500.0,460300.0,478800.0,489500.0,591400.0,604300.0,637600.0,699800.0,765400.0,740800.0,804100.0,823400.0,889900.0,910000.0,1039100.0,1138400.0,1304200.0,1223700.0,1241700.0,1149800.0,1215806.0,1522837.0,1615064.0,1586155.0,2067761.0,2219532.0,2454357.0,2702754.0,2798473.0,3092984.0,3847811.59742684,4199862.07704265,4541090.00446749,4876787.3179955,5445123.69175995,5872462.0,6431220.0,6919472.67,7387203.84148969,7629160.0,4901478.069,4732454.516,,
Early-demographic dividend,EAR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,851900.0,785500.0,848000.0,903200.0,922300.0,1010000.0,1094400.0,1135000.0,1180300.0,1264700.0,1329500.0,1335400.0,1356200.0,1443000.0,1538700.0,1537900.0,1539900.0,1575700.0,1595600.0,1628300.0,1603200.0,1559100.0,1692000.0,1695900.0,1828700.0,1804800.0,1925100.0,1985900.0,1992200.0,2043100.0,2077309.0,2197664.0,2027711.0,2065419.0,2360942.0,2441945.0,2670479.0,2893009.0,2852615.0,2986969.0,3940298.16679309,4158415.08632535,4357526.48746141,4574583.4635518,4976915.63345596,5220321.0,5700375.0,5886141.088,6219620.0608852,6098318.0,2897143.22,3558135.85,,
East Asia & Pacific,EAS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,804900.0,823000.0,853800.0,1094900.0,1147700.0,1222500.0,1232000.0,1250500.0,1262800.0,1289200.0,1393400.0,1440800.0,1518900.0,1618700.0,1744300.0,1745100.0,1819300.0,1996000.0,2142700.0,2236200.0,2467300.0,2644000.0,2898700.0,2976700.0,3010400.0,2784900.00097656,2884999.0,3230312.0,3472124.0,3421353.0,3681701.0,3879996.0,4174539.0,4441653.0,4597611.0,4885072.0,6334923.95244873,6627354.95496903,6896897.70045843,7391410.0459955,8025736.2493602,8575632.0,9231486.0,9792841.59,10258516.8414897,10575048.0,6395637.389,6315893.499,,
Europe & Central Asia (excluding high income),ECA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1006600.0,897200.0,830600.0,703400.0,611000.0,512600.0,583000.0,585153.0,614331.0,607061.0,639807.0,699078.0,716247.0,783495.0,839583.0,939316.0,948612.0,1121064.22735896,1270621.38610583,1365184.82022895,1519945.50323624,1654043.72,1759692.0,1797519.0,1893325.0,1966459.545,2023942.332,1138030.126,1545075.302,,
Europe & Central Asia,ECS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3665600.0,4699400.0,4752600.0,4875900.0,5087200.0,5391600.0,5502800.0,5933900.0,6236642.0,6291425.0,6044393.0,6113024.0,6481841.0,6300264.0,6602653.0,6941099.0,7106264.0,6941775.0,7595375.37227904,8015873.07392713,7963663.98255961,7995554.41223624,8165780.34464928,8426406.0,8693238.0,8799738.0,9059612.78708129,9217856.065,3825022.622,4864895.695,,
Ecuador,ECU,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,28200.0,21100.0,19900.0,20700.0,19600.0,20800.0,21500.0,23000.0,24700.0,25600.0,27900.0,27400.0,27300.0,26500.0,26600.0,26300.0,27000.0,27600.0,27300.0,27800.0,27900.0,27900.0,20300.0,45000.0,43400.0,21800.0,22500.0,26200.0,26900.0,20200.0,18419.0,16523.0,15407.0,24801.0,28422.0,29844.0,31016.0,44842.0,49162.0,46485.0,60835.0,49193.0,54250.9226188785,58687.0,61248.0,61649.0,55430.0,50837.0,53033.0,50575.0,12056.18,15996.0,,
"Egypt, Arab Rep.",EGY,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,14500.0,12800.0,15700.0,14800.0,17000.0,15100.0,16900.0,18600.0,18700.0,21300.0,25700.0,27600.0,28100.0,29700.0,29900.0,31500.0,29800.0,30900.0,33800.0,35200.0,19800.0,25700.0,34100.0,31300.0,38000.0,39000.0,41300.0,41600.0,39500.0,44300.0,47418.0,41373.0,41858.0,42152.0,42189.0,44730.0,47444.0,51440.0,57510.0,56414.0,104036.125,78726.0909090909,92303.0,100735.5,101725.767440561,108206.0,115856.0,105464.0,105097.0,111785.0,45340.337,57871.0,,
Euro area,EMU,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,996500.0,1046400.0,1109000.0,1100500.0,1133900.0,1098200.0,1122700.0,1131400.0,1166900.0,1186200.0,1174400.0,1147100.0,1186400.0,1170400.0,1203600.0,1240800.0,1274400.0,1397800.0,1558800.0,1672000.0,1807500.0,1875800.0,2094000.0,2206500.0,2316000.0,2456400.0,2682200.0,2988600.0,3145600.0,3384600.0,3614849.0,3602518.0,3506391.0,3648890.0,3873901.0,4159101.0,4376416.0,4615435.0,4645469.0,4526504.0,4312987.80537931,4429716.47543149,4311417.62183855,4127753.909,4154277.39764928,4289208.0,4468338.0,4479927.0,4558126.9394902,4854409.543,1926787.837,2371950.535,,
Eritrea,ERI,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0,714.0,919.0,1018.0,1111.0,494.395,,,
Spain,ESP,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,146900.0,159400.0,167300.0,176400.0,178800.0,181800.0,184500.0,192700.0,209300.0,214200.0,207900.0,188700.0,191000.0,194000.0,184900.0,181700.0,180400.0,183000.0,207200.0,225500.0,244700.0,262600.0,289700.0,282200.0,282300.0,313200.0,332800.0,370400.0,387900.0,414200.0,485856.0,517481.0,493019.0,518836.0,549963.0,586438.0,602978.0,657606.0,616893.0,547971.0,546298.853885983,535074.0,471440.886886395,465558.909,486353.8,534895.0,566775.0,579842.0,641097.0,677578.545,261972.271,381188.363,,
Estonia,EST,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.0,5700.0,5700.0,6500.0,5100.0,7800.0,11400.0,10600.0,9199.0,9133.0,8324.0,8522.0,7814.0,8350.0,8183.0,9214.0,11478.0,8592.0,12207.9705512659,13492.0,26778.0,13356.0,13524.0,13954.0,16179.0,528.0,1583.0,22.0,,,,
Ethiopia,ETH,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,20100.0,20600.0,21400.0,21600.0,19800.0,16300.0,18600.0,12300.0,9700.0,8300.0,8100.0,12000.0,13700.0,14800.0,16000.0,21600.0,23700.0,24400.0,22900.0,23600.0,20600.0,20000.0,25000.0,24200.0,25600.0,26200.0,24800.0,28100.0,27100.0,24900.0,26624.0,28128.0,28359.0,27204.0,29546.0,30961.0,33644.0,37528.0,39804.0,44154.0,48783.0,57728.0,62136.0,68131.0,71166.0,83940.0,94330.0,99263.0,110971.0,119542.0,72194.0,99415.0,,
European Union,EUU,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,1211800.0,1299100.0,1383300.0,1379200.0,1415900.0,1383300.0,1444900.0,1442900.0,1479600.0,1515100.0,1503800.0,1453500.0,1486600.0,1506400.0,1545500.0,1593800.0,1663600.0,1796000.0,1963100.0,2095700.0,2235100.0,2235100.0,2473800.0,2611700.0,2733400.0,2858600.0,3106900.0,3461900.0,3625800.0,3885000.0,4149031.0,4140156.0,3991441.0,4139732.0,4413329.0,4431467.0,4657953.0,4917391.0,4959760.0,4827314.0,5260808.80537932,5429662.6878213,5278710.45348967,5145234.909,5170163.19764928,5291624.0,5468736.0,5481436.0,5608067.9394902,5900296.733,2301206.386,2915300.394,,
Fragile and conflict affected situations,FCS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,219700.0,220700.0,229300.0,244200.0,226300.0,261900.0,278300.0,284800.0,292700.0,349600.0,359200.0,348300.0,342100.0,357400.0,384600.0,359200.0,358400.0,353500.0,370900.0,376400.0,332000.0,314600.0,367000.0,310700.0,321400.0,278300.0,287700.0,290100.0,279900.0,335600.0,355440.0,443315.0,379555.0,318947.0,348003.0,374649.0,404454.0,393056.0,407263.0,402899.0,488403.852182705,543909.401238065,519697.50053716,556736.09,533306.452630117,523455.0,528016.0,531374.38,539202.444543741,540882.122,279571.378,367615.98,,
Finland,FIN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,44900.0,48400.0,51500.0,55100.0,60700.0,64300.0,62600.0,56400.0,60000.0,61100.0,70800.0,74100.0,72200.0,68900.0,68800.0,70300.0,66400.0,77300.0,84000.0,89800.0,93400.0,92000.0,93600.0,90300.0,91000.0,97000.0,103200.0,113300.0,119000.0,120700.0,145174.0,128881.0,108923.0,107026.0,109209.0,107108.0,114699.0,118686.0,114371.0,104740.0,132408.28422807,144467.0,138914.132653061,138987.0,140256.0,153849.0,162119.0,118856.0,125804.0,131089.0,47394.0,42598.0,,
Fiji,FJI,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,15500.0,17600.0,17800.0,17600.0,12800.0,13200.0,15200.0,21200.0,19200.0,15500.0,15500.0,15700.0,15800.0,14200.0,13100.0,23700.0,23600.0,23500.0,23200.0,27200.0,27000.0,31000.0,32600.0,33600.0,86900.0,87900.0,57300.0,57776.0,62768.0,37685.0,38732.0,36920.0,41886.0,46866.0,46359.0,46467.0,45595.0,26127.0,18142.0,16011.2858124356,11748.0,19140.0,19487.0,20906.0,21855.0,24134.0,25859.0,10450.0,5791.0,,
France,FRA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,215400.0,211600.0,232500.0,230600.0,239100.0,246300.0,255700.0,256300.0,258000.0,262400.0,248400.0,254400.0,268600.0,241000.0,259900.0,261200.0,274400.0,314400.0,368200.0,393200.0,441700.0,408000.0,413700.0,459800.0,479000.0,482000.0,549900.0,667500.0,691800.0,748600.0,811776.0,777756.0,734679.0,695865.0,682263.0,728081.0,805731.0,825471.0,827851.0,771675.0,738003.426442238,754292.0,739353.599757151,641440.0,610197.0,607168.0,599427.0,599256.0,597412.0,598374.0,268744.0,332174.0,,
Faroe Islands,FRO,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,11200.0,11200.0,11000.0,11300.0,11200.0,11300.0,12700.0,12100.0,11600.0,11800.0,12000.0,12200.0,12600.0,13100.0,12600.0,12300.0,12300.0,12500.0,11000.0,10700.0,10400.0,11300.0,10800.0,10900.0,12000.0,12000.0,7100.0,10000.0,10100.0,7300.0,7445.0,7492.0,7474.0,7990.0,8342.0,8505.0,8524.0,9057.0,5654.0,5423.0,7516.15985130111,3002.0,1553.0,0.0,,2765.0,2305.0,,,,,,,
United Kingdom,GBR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,441800.0,432200.0,435200.0,446300.0,429400.0,397100.0,409300.0,413300.0,462600.0,476900.0,477500.0,434000.0,433200.0,435600.0,457900.0,471700.0,498900.0,522900.0,573300.0,639100.0,670700.0,615500.0,654600.0,659400.0,684900.0,724800.0,772300.0,788900.0,801900.0,840800.0,876158.0,925638.0,924944.0,891154.0,970036.0,1018118.0,1037032.0,1044883.0,1056206.0,1003893.0,985109.023067177,1062692.0,1050702.90909091,1052640.0,1064175.7,1104117.0,1180312.0,1182696.0,1242985.0,1061464.0,303493.0,289731.0,,
Georgia,GEO,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,1400.0,2500.0,1600.0,1600.0,3000.0,1906.0,1945.0,4239.0,5514.0,4451.0,4673.0,4861.0,5347.0,5487.0,5054.0,2803.0,3896.0,3326.0,2933.0,3317.0,3959.0,3199.0,5061.0,7108.0,6587.0,774.0,1000.0,,
Ghana,GHA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,5000.0,5400.0,5700.0,5600.0,5700.0,5900.0,6100.0,6000.0,7000.0,7000.0,5600.0,5100.0,5300.0,4500.0,4400.0,5800.0,5500.0,7500.0,12300.0,11800.0,12600.0,19000.0,15100.0,3200.0,3400.0,3000.0,3300.0,3500.0,3500.0,5000.0,4873.0,5892.0,4382.0,3333.0,3333.0,,,,,,5645.66956713294,10683.0,14902.0,16560.0,16764.0,20539.0,21628.0,21224.0,11635.0,15617.0,8941.0,13321.0,,
Gibraltar,GIB,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,2000.0,2000.0,2100.0,2200.0,2200.0,2300.0,2300.0,2300.0,2300.0,2300.0,2300.0,3500.0,3500.0,3500.0,3600.0,3600.0,500.0,900.0,900.0,900.0,1100.0,1100.0,700.0,700.0,1400.0,700.0,700.0,700.0,700.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,140.0,1788.0,1848.0,35.0,440.0,625.0,1116.0,1136.0,,,,
Guinea-Bissau,GNB,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,300.0,300.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,1400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,600.0,600.0,,,,,,,,,,,,717.170923379175,2808.0,8201.0,19416.0,14136.0,22350.0,22464.0,20590.0,7930.0,7423.0,3051.0,1238.0,,
Greece,GRC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,34100.0,39800.0,44500.0,48500.0,38000.0,42600.0,50600.0,49400.0,55600.0,57300.0,50300.0,49700.0,53900.0,58800.0,71600.0,77000.0,75800.0,78600.0,79200.0,80100.0,79600.0,69800.0,79200.0,86200.0,86600.0,89200.0,92400.0,94200.0,90700.0,94100.0,108584.0,125269.0,113247.0,114100.0,137676.0,130515.0,133226.0,137697.0,128287.0,112671.0,136382.257932753,125477.119829729,111870.0,103800.0,134160.0,124014.0,128454.0,135281.0,144040.0,151848.0,75393.0,108338.0,,
Grenada,GRD,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,10500.0,8200.0,8300.0,1800.0,3200.0,3700.0,4500.0,5000.0,4400.0,4300.0,3200.0,3100.0,3100.0,2000.0,2000.0,2200.0,1800.0,2100.0,2100.0,2300.0,3400.0,3400.0,4500.0,4600.0,4600.0,5100.0,5100.0,6400.0,6500.0,,,,,,,,,,,,8875.0,9148.0,8091.0,2556.0,2214.0,3012.0,3102.0,3577.0,3205.0,2623.0,673.09,48.0,,
Guam,GUM,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12139.0,11470.0,,,,,,,,,,,,,,
Guyana,GUY,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,4000.0,4200.0,4200.0,4300.0,4400.0,4500.0,5000.0,5200.0,5200.0,5200.0,5200.0,6400.0,7100.0,7000.0,6700.0,6700.0,4500.0,4500.0,4300.0,3800.0,3800.0,3300.0,3300.0,3300.0,3300.0,3500.0,3600.0,3600.0,3600.0,500.0,418.0,276.0,,,,,,,,,9351.0,12231.0,8625.0,0.0,0.0,,,,1931.0,1578.0,1502.0,624.0,,
High income,HIC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,8017000.0,8160100.0,8143100.0,8268100.0,7702500.0,7568600.0,7782500.0,8152700.0,8365500.0,8683500.0,8648700.0,8192500.0,8160100.0,8428300.0,8933400.0,9433400.0,10173400.0,10645400.0,11216200.0,11341600.0,11846100.0,11639200.0,12032000.0,12136400.0,13267100.0,14013000.0,14832000.0,15298900.0,15427200.0,16379700.0009766,17684379.0,17477641.0,16164673.0,16719866.0,18533738.0,18689222.0,18807308.0,19388111.0,18771667.0,19004583.0,21292573.9766091,21557922.5755899,21261102.9635401,21271056.9738634,21276553.9070244,21637313.0,22229772.0,22383177.92,22649390.2083547,23039182.5881284,11555276.698,14403847.136,,
"Hong Kong SAR, China",HKG,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124500.0,147100.0,167200.0,181500.0,193700.0,195200.0,224800.0,234700.0,72400.0,79182.0,85003.0,91096.0,87070.0,111136.0,122705.0,130014.0,141372.0,144039.0,149809.0,158255.0,173112.0,185506.37822568,199639.0,215562.0,228582.0,235581.0,243518.0,245146.0,242173.0,70874.0,55653.0,,
Honduras,HND,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,21300.0,20600.0,17800.0,18000.0,17800.0,15900.0,14600.0,13900.0,15500.0,17200.0,19500.0,13200.0,13600.0,12100.0,11300.0,11800.0,8100.0,11300.0,14700.0,15100.0,17100.0,12500.0,11800.0,13700.0,,,,,,,,,,,,,,,,,21574.0,18287.0,16760.0,26796.0,24216.0,24813.0,24315.0,9482.0,14832.0,13146.0,,14225.0,,
